ISIN,Security Name,BSE,NSE,Alias name
INE855F01042,Avio Smart Market Stack Limited,532694,ASMS,
INE461H01011,Aviva Industries Limited,512109,,
INE471D01019,Avon Mercantile Ltd.,512265,,
INE323B01024,Avonmore Capital & Management Services Limited,511589,AVONMORE,
INE652Z01025,AVRO INDIA LIMITED,543512,AVROIND,
INE488D01021,AVT Natural Products Limited,519105,AVTNPL,
INE108V01019,Awfis Space Solutions Limited,544181,AWFIS,
INE699H01024,AWL Agri Business Limited,543458,AWL,
INE197C01012,Axel Polymers Ltd.,513642,,
INE238A01034,Axis Bank Limited,532215,AXISBANK,
INF846K01Y96,Axis Mutual Fund,543347,,
INF846K01Z12,Axis Mutual Fund,543348,,
INF846K016C7,Axis Mutual Fund,543357,,
INF846K010Q0,Axis Mutual Fund,543853,,
INF846KA1119,Axis Mutual Fund,544382,,
INE555B01013,AXISCADES Technologies Limited,532395,AXISCADES,
INE02EZ01022,Axita Cotton Limited,542285,AXITA,
INE767C01012,Axtel Industries Ltd.,523850,,
INE501X01029,Aye Finance Limited,544699,AYE,
INE193B01039,AYM Syntex Limited,508933,AYMSYNTEX,
INE02IJ01035,Azad Engineering Limited,544061,AZAD,
INE566M01017,AZAD INDIA MOBILITY LIMITED,504731,,
INE0SCB01016,Aztec Fluids & Machinery Limited,544177,,
INE489D01011,B & A Limited,508136,BNALTD,
INE0IZQ01016,B-RIGHT REALESTATE LIMITED,543543,,
INE1LJ801017,B. D. Industries (Pune) Limited,544468,,
INE350H01032,B. L. Kashyap and Sons Limited,532719,BLKASHYAP,
INE116D01028,B.A.G Films and Media Limited,532507,BAGFILMS,B.A.G. Films & Media Ltd
INE905P01028,B.C. Power Controls Limited,537766,,
INE710D01028,B.N.Rathi Securities Ltd.,523019,,
INE00ST01011,B.R.GOYAL INFRASTRUCTURE LIMITED,544335,,
INE00FM01013,B&A Packaging India Limited,523186,,
INE01EE01011,B&B Triplewall Containers Limited,543668,BBTCL,
INE151B01011,B2B Software Technologies Ltd.,531268,,
INE01FR01028,Baazar Style Retail Limited,544243,STYLEBAAZA,
INE893A01036,Baba Arts Ltd,532380,,
INE711D01018,Bacil Pharma Ltd.,524516,,
INE878I01022,Bafna Pharmaceuticals Limited,532989,BAFNAPH,
INE1IJQ01026,BAI-KAKAJI POLYMERS LIMITED,544670,,
INE020D01022,Baid Finserv Limited,511724,BAIDFIN,
INE917I01010,Bajaj Auto Limited,532977,BAJAJ-AUTO,
INE933K01021,Bajaj Consumer Care Limited,533229,BAJAJCON,
INE193E01025,Bajaj Electricals Limited,500031,BAJAJELEC,
INE296A01032,Bajaj Finance Limited,500034,BAJFINANCE,
INE918I01026,Bajaj Finserv Limited,532978,BAJAJFINSV,
INF0QA701722,Bajaj Finserv Mutual Fund,544092,,
INF0QA701714,Bajaj Finserv Mutual Fund,544093,,
INE553H01015,Bajaj Global Ltd,512261,,
INE411U01027,Bajaj Healthcare Limited,539872,BAJAJHCARE,
INE306A01021,Bajaj Hindusthan Sugar Limited,500032,BAJAJHIND,
INE118A01012,Bajaj Holdings & Investment Limited,500490,BAJAJHLDNG,
INE377Y01014,Bajaj Housing Finance Limited,544252,BAJAJHFL,
INE704G01024,Bajaj Steel Industries Limited,507944,BAJAJST,
INE0KQN01018,Bajel Projects Limited,544042,BAJEL,
INE083D01012,Bal Pharma Limited,524824,BALPHARMA,
INE050E01027,Balaji Amines Limited,530999,BALAMINES,
INE794B01026,Balaji Telefilms Limited,532382,BALAJITELE,
INE618N01022,BALAXI PHARMACEUTICALS LIMITED,,BALAXI,
INE119R01014,Balgopal Commercial limited,539834,,
INE787D01026,Balkrishna Industries Limited,502355,BALKRISIND,
INE875R01011,Balkrishna Paper Mills Limited,539251,BALKRISHNA,
INE164A01016,Balmer Lawrie & Company Limited,523319,BALMLAWRIE,Balmer Lawrie & Co. Ltd.
INE525F01025,Balmer Lawrie Investments Limited,532485,BLIL,
INE119A01028,Balrampur Chini Mills Limited,500038,BALRAMCHIN,
INE011E01029,Balu Forge Industries Limited,531112,BALUFORGE,
INE654B01014,Balurghat Technologies Ltd.,520127,,
INE921D01013,Bambino Agro Industries Ltd,519295,,
INE802A01037,Bampsl Securities Ltd.,531591,,
INE655B01011,Banaras Beads Limited,526849,BANARBEADS,
INE521L01030,Banas Finance Limited,509053,,
INE213C01025,Banco Products (I) Limited,500039,BANCOINDIA,Banco Products (India) Ltd.
INE875N01036,BANDARAM PHARMA PACKTECH LIMITED,524602,,
INE545U01014,Bandhan Bank Limited,541153,BANDHANBNK,
INF194KA1T91,Bandhan Mutual Fund,540154,,
INF194K30010,Bandhan Mutual Fund,544689,,
INF194K30051,Bandhan Mutual Fund,544690,,
INF194K30184,Bandhan Mutual Fund,544691,,
INF194K30242,Bandhan Mutual Fund,544692,,
INF194K30259,Bandhan Mutual Fund,544749,,
INE863I01016,Bang Overseas Limited,532946,BANG,
INE028A01039,Bank of Baroda,532134,BANKBARODA,
INE084A01016,Bank of India,532149,BANKINDIA,
INE457A01014,Bank of Maharashtra,532525,MAHABANK,
INE862Y01015,Banka BioLoo Limited,,BANKA,
INE186H01022,Bannari Amman Spinning Mills Limited,532674,BASML,
INE459A01010,Bannari Amman Sugars Limited,500041,BANARISUG,
INE319Q01012,Bansal Roofing Products Limited,538546,,
INE0B9K01025,Bansal Wire Industries Limited,544209,BANSALWIRE,
INE856E01019,Bansisons Tea Industries Ltd.,519353,,
INE629D01020,Banswara Syntex Limited,503722,BANSWRAS,
INE139I01011,Barak Valley Cements Limited,532916,BVCL,
INF251K01TL6,BARODA BNP PARIBAS MUTUAL FUND,544196,,
INE927K01023,Baroda Extrusion Ltd.,513502,,
INE461A01024,Baroda Rayon Corpn. Ltd.,500270,,
INE473E01021,Basant Agro-Tech (India) Ltd.,524687,,
INE373A01013,BASF India Limited,500042,BASF,
INE176A01028,Bata India Limited,500043,BATAINDIA,
INE177C01022,Batliboi Limited,522004,BATLIBOI,
INE462A01022,Bayer Cropscience Limited,506285,BAYERCROP,
INE217E01014,Bazel International Limited,539946,,
INE788D01016,BCC Fuba India Ltd.,517246,,
INE368E01023,BCL Enterprises Limited,539621,,
INE412G01024,Bcl Industries Limited,524332,BCLIND,
INE00SW01015,BCPL Railway Infrastructure Limited,542057,BCPL,
INE278D01018,BDH Industries Ltd.,524828,,
INE520H01022,Beardsell Limited,,BEARDSELL,
INE844K01012,Bedmutha Industries Limited,533270,BEDMUTHA,
INE213D01015,Beekay Steel Industries Limited,539018,BEEKAY,
INE052B01011,Beeyu Overseas Ltd.,532645,,
INE13VU01016,Beezaasan Explotech Limited,544369,,
INE425F01028,BEFOUND MOVEMENT LIMITED,511585,,
INE363L01045,BELDING INDIA LIMITED,513307,,
INE344T01014,Bella Casa Fashion & Retail Limited,539399,BELLACASA,
INE894V01022,Belrise Industries Limited,544405,BELRISE,
INE142E01022,Bemco Hydraulics Ltd.,522650,,
INE0N7W01012,BEML Land Assets Limited,543898,BLAL,
INE258A01024,BEML Limited,500048,BEML,
INE495Z01011,Benara Bearings and Pistons Limited,541178,,
INE664D01019,Benares Hotels Ltd,509438,,
INE0Q2Z01013,Benchmark Computer Solutions Limited,544052,,
INE083K01017,Bengal & Assam Company Limited,533095,BENGALASM,
INE523W01017,Bengal Steel Industries Ltd.,512404,,
INE665D01016,Bengal Tea & fabrics Ltd.,532230,,
INE496M01017,Bentley Commercial Enterprises Ltd.,512195,,
INE463A01038,Berger Paints (I) Limited,509480,BERGEPAINT,Berger Paints India Ltd
INE348I01018,Bervin Investments And Leasing Ltd.,531340,,
INE415H01017,Beryl Drugs Ltd.,524606,,
INE508J01015,Beryl Securities Ltd,531582,,
INE052T01021,Best Agrolife Limited,539660,BESTAGRO,
INE553F01035,Best Eastern Hotels Limited,508664,,
INE351Y01019,Beta Drugs Limited,,BETA,
INE765L01017,Betex India Ltd.,512477,,
INE878K01010,BF Investment Limited,533303,BFINVEST,
INE243D01012,BF Utilities Limited,532430,BFUTILITIE,
INE948Q01018,BFL Asset Finvest Limited,539662,,
INE443D01018,BGIL Films & Technologies Ltd,511664,,
INE661I01014,BGR Energy Systems Limited,532930,BGRENERGY,
INE099C01010,Bhagawati Gas Limited,500051,,
INE354C01027,Bhageria Industries Limited,530803,BHAGERIA,
INE414D01027,Bhagiradha Chemicals & Industries Limited,531719,BHAGCHEM,Bhagiradha Chemicals and Industries
INE106G01014,Bhagwati Autocast Limited,504646,,
INE026I01010,Bhagwati Oxygen Ltd.,509449,,
INE458B01036,Bhagyanagar India Limited,512296,BHAGYANGR,
INE474E01029,Bhandari Hosiery Exports Limited,512608,BHANDARI,
INE336Q01016,Bhanderi Infracon Limited,538576,,
INE922A01025,Bhansali Engineering Polymers Limited,500052,BEPL,
INE842D01029,Bharat Agri Fert and Realty Ltd,531862,,
INE900A01013,BHARAT BHUSHAN FINANCE & COMMODITY BROKERS LIMITED,511501,,
INE464A01036,Bharat Bijlee Limited,503960,BBL,
INE05XR01022,Bharat Coking Coal Limited,544678,BHARATCOAL,
INE171Z01026,Bharat Dynamics Limited,541143,BDL,
INE263A01024,Bharat Electronics Limited,500049,BEL,
INE465A01025,Bharat Forge Limited,500493,BHARATFORG,
INE561C01019,Bharat Gears Limited,505688,BHARATGEAR,
INE893C01032,BHARAT GLOBAL DEVELOPERS LIMITED,521238,,
INE257A01026,Bharat Heavy Electricals Limited,500103,BHEL,
INE994B01014,Bharat Immunologicals & Biologicals,524663,,
INE365Y01019,Bharat Parenterals Limited,541096,,
INE029A01011,Bharat Petroleum Corporation Limited,500547,BPCL,Bharat Petroleum Corpn. Ltd.
INE838B01021,Bharat Rasayan Limited,590021,BHARATRAS,
INE727S01012,Bharat Road Network Limited,540700,BRNL,
INE415D01024,Bharat Seats Limited,523229,BHARATSE,
INE316L01019,Bharat Wire Ropes Limited,539799,BHARATWIRE,
INE0QMV01017,BHARATROHAN AIRBORNE INNOVATIONS LIMITED,544535,,
INE397D01024,Bharti Airtel Limited,532454,BHARTIARTL,
INE343G01021,Bharti Hexacom Limited,544162,BHARTIHEXA,
INE828A01016,Bhartiya International Limited,526666,BIL,
INE972C01018,Bhaskar Agrochemicals Ltd.,524534,,
INE0KQ001017,Bhatia Colour Chem Limited,543497,,
INE341Z01025,Bhatia Communications & Retail (India) Limited,540956,,
INE18PB01017,BHAVIK ENTERPRISES LIMITED,544551,,
INE436C01014,Bhilwara Spinners Ltd,514272,,
INE274K01012,Bhilwara Technical Textiles Limited,533108,BTTL,
INE432N01010,BHUDEVI INFRA PROJECTS LIMITED,526488,,
INE412U01025,Bigbloc Construction Limited,540061,BIGBLOC,
INE819C01011,Bihar Sponge Iron Ltd,500058,,
INE00E101023,Bikaji Foods International Limited,543653,BIKAJI,
INE071A01013,BIL VYAPAR LIMITED,500059,BILVYAPAR,
INE986A01012,Bilcare Limited,526853,BI,
INE0HOQ01053,Billionbrains Garage Ventures Limited,544603,GROWW,
INE0CRS01012,Billwin Industries Limited,543209,,
INE469A01019,Bimetal Bearings Limited,505681,BIMETAL,
INE626H01019,Binayak Tex Processors  Ltd.,523054,,
INE564V01013,Bindal Exports Limited,540148,,
INE376G01013,Biocon Limited,532523,BIOCON,
INE829A01014,Biofil Chemicals & Pharmaceuticals Limited,524396,BIOFILCHEM,
INE703D01023,BIOGEN PHARMACHEM INDUSTRIES LIMITED,531752,,
INE800A01015,Birla Cable Limited,500060,BIRLACABLE,
INE340A01012,Birla Corporation Limited,500335,BIRLACORPN,
INE372E01025,Birla Precision Technologies Limited,522105,BIRLAPREC,
INE557A01011,BirlaNu Limited,509675,BIRLANU,
INE836A01035,BIRLASOFT LIMITED,532400,BSOFT,
INE839A01021,BITS Ltd,526709,,
INE0OJ401014,Bizotic Commercial Limited,543926,,
INE356C01022,BKV Industries Ltd.,519500,,
INE676A01027,Black Box Limited,500463,BBOX,
INE761G01016,Black Rose Inds. Limited,514183,BLACKROSE,Black Rose Industries Ltd
INE0UIZ01018,BLACKBUCK LIMITED,544288,BLACKBUCK,
INE791A01024,BLB Limited,532290,BLBLIMITED,
INE416D01022,Bliss GVS Pharma Limited,506197,BLISSGVS,
INE253C01013,Bloom Dekor Ltd.,526225,,
INE373E01015,Bloom Industries Ltd,513422,,
INE0NLT01010,BLS E-Services Limited,544107,BLSE,
INE153T01027,BLS International Services Limited,540073,BLS,
INE0W4K01013,BLT Logistics Limited,544474,,
INE472D01017,Blue Chip Tex Industries Ltd.,506981,,
INE373T01047,Blue Cloud Softech Solutions Limited,539607,,
INE472B01011,Blue Coast Hotels Limited,531495,BLUECOAST,
INE233B01017,Blue Dart Express Limited,526612,BLUEDART,
INE0KBH01020,Blue Jet Healthcare Limited,544009,BLUEJET,
INE439N01031,Blue Pearl Agriventures Limited,514440,,
INE472A01039,Blue Star Limited,500067,BLUESTARCO,
INE304W01038,BlueStone Jewellery and Lifestyle Limited,544484,BLUESTONE,
INE0U4101014,Bluspring Enterprises Limited,544414,BLUSPRING,
INE644K01016,BMB Music & Magnetics Ltd.,531420,,
INE374E01021,BMW INDUSTRIES LIMITED,542669,,
INE965W01036,BMW Ventures Limited,544543,BMWVENTLTD,
INE00HZ01011,BN Agrochem Limited,526125,BNAGROCHEM,
INE355C01016,BNR Udyog Ltd.,530809,,
INE338D01028,Bodal Chemicals Limited,524370,BODALCHEM,
INE0EEJ01023,Bodhi Tree Multimedia Limited,543767,BTML,
INE104F01029,Bodhtree Consulting Limited,539122,,
INE802W01023,Bohra Industries Limited,,BOHRAIND,
INE691K01017,Bombay Cycle & Motor Agency Ltd.,501430,,
INE032A01023,Bombay Dyeing & Mfg Company Limited,500020,BOMDYEING,Bombay Dyeing & Mfg. Co. Ltd.
INE01TL01014,BOMBAY OXYGEN INVESTMENTS LIMITED,509470,,
INE032Z01020,Bombay Super Hybrid Seeds Limited,544757,BSHSL,
INE910D01024,BOMBAY TALKIES LIMITED,511246,,
INE089T01023,Bombay Wire Ropes Ltd.,504648,,
INE0Q8P01029,Bondada Engineering Limited,543971,,
INE0B9A01018,Bonlon Industries Limited,543211,BONLON,
INE16SF01016,Borana Weaves Limited,544404,BORANA,
INE02PY01013,Borosil Limited,543212,BOROLTD,
INE666D01022,BOROSIL RENEWABLES LIMITED,502219,BORORENEW,
INE02L001032,Borosil Scientific Limited,544184,BOROSCI,
INE782A01015,BOSCH HOME COMFORT INDIA LIMITED,523398,BOSCH-HCIL,
INE323A01026,Bosch Limited,500530,BOSCHLTD,
INE109B01019,BOSTON COMMERCE LIMITED,531458,,
INE583M01012,Bothra Metals & Alloys Limited,535279,,
INE110A01019,BPL Limited,500074,BPL,
INE856A01017,Brady & Morris Engineering Co. Ltd.,505690,,
INE320I01017,BRAHMAPUTRA INFRASTRUCTURE LIMITED,535693,,
INE02RE01045,Brainbees Solutions Limited,544226,FIRSTCRY,
INE977Y01011,Brand Concepts Limited,543442,BCONCEPTS,
INE899B01015,Brawn Biotech Limited,530207,,
INE958C01025,Bridge Securities Ltd.,530249,,
INE791I01019,Brigade Enterprises Limited,532929,BRIGADE,
INE03NU01014,Brigade Hotel Ventures Limited,544457,BRIGHOTEL,
INE630D01010,Bright Brothers Ltd.,526731,,
INE0OMI01019,Bright Outdoor Media Limited,543831,,
INE425B01027,Brightcom Group Limited,532368,BCG,
INE957E01031,Brijlaxmi Leasing & Finance ltd.,532113,,
INE661F01010,Brilliant Portfolios Ltd.,539434,,
INE0Q6L01014,Brisk Technovision Limited,544101,,
INE216A01030,Britannia Industries Limited,500825,BRITANNIA,
INE0SFZ01018,BROACH LIFECARE HOSPITAL LIMITED,544231,,
INE650L01011,Brooks Laboratories Limited,533543,BROOKS,
INE118H01025,BSE Limited,,BSE,
INE395A01016,BSEL ALGO LIMITED,532123,,
INE594B01012,BSL Limited,514045,BSL,
INE295F01017,Butterfly Gandhimathi Appliances Limited,517421,BUTTERFLY,
INE0BV301023,C.E. Info Systems Limited,543425,MAPMYINDIA,
INE557D01015,C.J. Gelatine Products Ltd.,507515,,
INE216C01010,Calcom Vision Ltd.,517236,,
INE526B01014,California Software Company Limited,532386,CALSOFT,California Software Co. Ltd.
INE714Q01014,Callista Industries Limited,539335,,
INE627H01017,Cambridge Technology Enterprises Limited,532801,CTE,
INE198C01010,Camex  Ltd.,524440,,
INE052I01032,Camlin Fine Sciences Limited,532834,CAMLINFINE,
INE278Y01022,Campus Activewear Limited,543523,CAMPUS,
INE477A01020,Can Fin Homes Limited,511196,CANFINHOME,
INE476A01022,Canara Bank,532483,CANBK,
INE01TY01017,Canara HSBC Life Insurance Company Limited,544583,CANHLIFE,
INE218I01013,Canara Robeco Asset Management Company Limited,544580,CRAMC,
INE713D01055,CANDOUR TECHTEX LIMITED,522292,,
INE068L01024,Cantabil Retail India Limited,533267,CANTABIL,
INE264T01014,Capacit'e Infraprojects Limited,540710,CAPACITE,
INE0ILV01024,Capillary Technologies India Limited,544614,CAPILLARY,
INE345H01024,Capital India Finance Limited,530879,CIFL,
INE646H01017,Capital Small Finance Bank Limited,544120,CAPITALSFB,
INE172D01021,Capital Trade Links Limited,538476,,
INE707C01018,Capital Trust Limited,511505,CAPTRUST,
INE0WXM01011,CAPITALNUMBERS INFOTECH  LIMITED,544343,,
INE475E01026,Caplin Point Laboratories Limited,524742,CAPLIPOINT,
INE180C01042,Capri Global Capital Limited,531595,CGCL,
INE479A01018,Caprihans India Ltd.,509486,,
INE470N01010,Caprolactam Chemicals ltd.,507486,,
INE513R01026,Captain Pipes Limited,538817,,
INE536P01021,CAPTAIN POLYPLAST LIMITED,536974,,
INE931X01010,Captain Technocast Limited,540652,,
INE120A01034,Carborundum Universal Limited,513375,CARBORUNIV,
INE752H01013,CARE Ratings Limited,534804,CARERATING,
INE0P6P01016,Career Point Edutech Limited,544499,CPEDU,
INE0KZM01011,Cargosol Logistics Limited,543621,,
INE0M4L01013,Cargotrans Maritime Limited,543618,,
INE0V7W01012,Carraro India Limited,544320,CARRARO,
INE290S01011,Cartrade Tech Limited,543333,CARTRADE,
INE482D01024,CARYSIL LIMITED,524091,CARYSIL,
INE176N01039,CASPIAN CORPORATE SERVICES LIMITED,534732,,
INE172A01027,Castrol India Limited,500870,CASTROLIND,
INE660B01011,Catvision Limited,531158,,
INE778E01031,CCL International Ltd,531900,,
INE421D01022,CCL Products (India) Limited,519600,CCL,
INE194N01016,CCME GLOBAL LIMITED,514336,,
INE198N01017,CDG PETCHEM LIMITED,534796,,
INE482A01020,CEAT Limited,500878,CEATLTD,
INE358C01010,Ceejay Finance Limited,530789,,
INE418D01010,Ceenik Exports (india) Ltd.,531119,,
INE760J01012,Ceeta Industries Ltd.,514171,,
INE0AG901020,Ceigall India Limited,544223,CEIGALL,
INE016Q01014,Ceinsys Tech Limited,538734,CEINSYS,
INE185H01016,Celebrity Fashions Limited,532695,CELEBRITY,
INE266H01014,CELLA SPACE LIMITED,532701,,
INE0LMW01024,Cello World Limited,544012,CELLO,
INE222B01028,CEMANTIC INFRA-TECH LIMITED,538596,,
INE686A01026,Cemindia Projects Limited,509496,CEMPRO,
INE627F01011,Cenlub Industries Ltd.,522251,,
INE405H01018,Centenial Surgical Suture Ltd.,531380,,
INE483A01010,Central Bank of India,532885,CENTRALBK,
INE736A01011,Central Depository Services (India) Limited,,CDSL,
INE05HV01027,Central Mine Planning & Design Institute Limited,544739,CMPDI,
INE660C01027,Centrum Capital Limited,501150,CENTRUM,
INE320B01020,Centum Electronics Limited,517544,CENTUM,
INE396H01019,CENTUPLE GLOBAL LIMITED,531099,,
INE485A01015,Century Enka Limited,500280,CENTENKA,
INE281A01026,Century Extrusions Limited,500083,CENTEXT,
INE348B01021,Century Plyboards (India) Limited,532548,CENTURYPLY,
INE739E01017,Cera Sanitaryware Limited,532443,CERA,
INE345B01019,Cerebra Integrated Technologies Limited,532413,CEREBRAINT,
INE486A01021,CESC Limited,500084,CESC,
INE0NJ001013,CFF FLUID CONTROL LIMITED,543920,,
INE067A01029,CG Power and Industrial Solutions Limited,500093,CGPOWER,
INE084D01010,Cg-Vak Software & Exports Ltd.,531489,,
INE669W01018,Chadha Papers Ltd.,531946,,
INE427F01016,Chalet Hotels Limited,542399,CHALET,
INE807A01010,CHALLANI CAPITAL LIMITED,530747,,
INE419D01026,Chaman Lal Setia Exports Limited,530307,CLSEL,
INE417N01011,Chambal Breweries & Distilleries Li,512301,,
INE085A01013,Chambal Fertilizers & Chemicals Limited,500085,CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd
INE01GZ01011,Chandni Machines Limited,542627,,
INE07QQ01016,Chandra Bhagat Pharma Limited,542934,,
INE368D01025,Chandra Prabhu International Ltd.,530309,,
INE371F01024,Chandrima Mercantiles limited,540829,,
INE953B01010,Chartered Capital & Investment Ltd.,511696,,
INE558F01026,Chartered Logistics Ltd,531977,,
INE0AH901011,CHATHA FOODS LIMITED,544151,,
INE1B4801017,Chatterbox Technologies Limited,544546,,
INE043U01010,CHD Chemicals Limited,539800,,
INE0TGX01019,Chembond Chemicals Limited,544450,CHEMBONDCH,
INE995D01025,Chembond Material Technologies Limited,530871,CHEMBOND,
INE03YM01018,Chemcon Speciality Chemicals Limited,543233,CHEMCON,
INE298W01016,Chemcrux Enterprises Limited,540395,,
INE783X01023,Chemfab Alkalis Limited,541269,CHEMFAB,
INE829R01018,Chemiesynth (Vapi) Limited,539230,,
INE0VWL01017,Chemkart India Limited,544442,,
INE488A01050,Chemplast Sanmar Limited,543336,CHEMPLASTS,
INE212P01011,CHEMTECH INDUSTRIAL VALVES LIMITED,537326,,
INE777O01016,CHENNAI FERROUS INDUSTRIES LIMITED,539011,,
INE889F01017,Chennai Meenakshi Multispeciality Hospital Ltd.,523489,,
INE178A01016,Chennai Petroleum Corporation Limited,500110,CHENNPETRO,
INE974B01016,Cheviot Company Limited,526817,CHEVIOT,
INE12P101018,Chiraharit Limited,544561,,
INE790D01020,CHL Limited,532992,,
INE102B01014,Choice International Limited,531358,CHOICEIN,
INE865B01016,CHOKSI ASIA LIMITED,530427,,
INE493D01013,Choksi Laboratories Ltd.,526546,,
INE149A01033,Cholamandalam Financial Holdings Limited,504973,CHOLAHLDNG,
INE121A01024,Cholamandalam Investment and Finance Company Limited,511243,CHOLAFIN,
INE975C01011,Chordia Food Products Ltd,519475,,
INE344X01016,CHOTHANI FOODS LIMITED,540681,,
INE490A01015,Chowgule Steamships Ltd.,501833,,
INE114E01013,Chrome Silicon Limited,513005,,
INE052V01019,CIAN Agro Industries & Infrastructure Limited,519477,,
INE05BN01027,Cian Healthcare Limited,542678,,
INE536H01010,CIE Automotive India Limited,532756,CIEINDIA,
INE830A01012,Cil Securities Ltd.,530829,,
INE897D01015,Cindrella Financial Services Ltd.,531283,,
INE908C01012,Cindrella Hotels Ltd.,526373,,
INE704H01022,Cineline India Limited,532807,CINELINE,
INE039B01026,Cinevista Limited,532324,CINEVISTA,
INE059A01026,Cipla Limited,500087,CIPLA,
INE906D01014,Citadel Realty And Developers Limited,502445,,
INE0A8401016,Citichem India Limited,544324,,
INE494D01011,Citiport Financial Services Ltd.,531235,,
INE0M7501019,CITY CROPS AGRO LIMITED,544000,,
INE158C01014,City Online Services Limited,538674,,
